model,item_id,seed,condition,method,target,score
gpt-3.5-turbo-instruct,9,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,9,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,10,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,10,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,10,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,10,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,10,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,11,0,metaphor,label_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,11,0,metaphor,label_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,11,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,11,0,metaphor,label_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,11,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,12,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,12,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,12,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,12,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,12,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,13,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,13,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,13,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,13,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,13,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,14,0,metaphor,label_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,14,0,metaphor,label_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,14,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,14,0,metaphor,label_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,14,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,15,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,15,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,15,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,15,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,15,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,16,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,16,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,16,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,16,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,16,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,17,0,metaphor,label_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,17,0,metaphor,label_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,17,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,17,0,metaphor,label_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,17,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,18,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,18,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,18,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,18,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,18,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,19,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,19,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,19,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,19,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,19,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,20,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,20,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,20,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,20,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,20,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,1,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,1,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,1,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,1,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,1,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,2,0,metaphor,label_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,2,0,metaphor,label_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,2,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,2,0,metaphor,label_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,2,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,3,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,3,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,3,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,3,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,3,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,4,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,4,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,4,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,4,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,4,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,5,0,metaphor,label_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,5,0,metaphor,label_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,5,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,5,0,metaphor,label_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,5,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,6,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,6,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,6,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,6,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,6,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,7,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,7,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,7,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,7,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,7,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,8,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,8,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,8,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,8,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,8,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,9,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,9,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,9,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,9,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,9,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,10,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,10,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,10,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,10,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,10,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,11,0,metaphor,label_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,11,0,metaphor,label_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,11,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,11,0,metaphor,label_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,11,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,12,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,12,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,12,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,12,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,12,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,13,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,13,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,13,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,13,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,13,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,14,0,metaphor,label_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,14,0,metaphor,label_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,14,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,14,0,metaphor,label_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,14,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,15,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,15,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,15,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,15,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,15,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,16,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,16,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,16,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,16,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,16,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,17,0,metaphor,label_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,17,0,metaphor,label_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,17,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,17,0,metaphor,label_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,17,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,18,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,18,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,18,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,18,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,18,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,19,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,19,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,19,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,19,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,19,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,20,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,20,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,20,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,20,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,20,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,1,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,1,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,1,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,1,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,1,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,2,0,metaphor,label_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,2,0,metaphor,label_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,2,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,2,0,metaphor,label_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,2,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,3,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,3,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,3,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,3,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,3,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,4,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,4,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,4,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,4,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,4,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,5,0,metaphor,label_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,5,0,metaphor,label_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,5,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,5,0,metaphor,label_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,5,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,6,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,6,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,6,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,6,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,6,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,7,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,7,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,7,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,7,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,7,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,8,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,8,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,8,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,8,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,8,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,9,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,9,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,9,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,9,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,9,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,10,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,10,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,10,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,10,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,10,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,11,0,metaphor,label_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,11,0,metaphor,label_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,11,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,11,0,metaphor,label_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,11,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,12,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,12,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,12,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,12,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,12,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,13,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,13,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,13,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,13,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,13,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,14,0,metaphor,label_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,14,0,metaphor,label_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,14,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,14,0,metaphor,label_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,14,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,15,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,15,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,15,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,15,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,15,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,16,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,16,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,16,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,16,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,16,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,17,0,metaphor,label_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,17,0,metaphor,label_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,17,0,metaphor,label_score,0,sentence_mi
gpt-3.5-turbo-instruct,17,0,metaphor,label_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,17,0,metaphor,label_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,18,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,18,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,18,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,18,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,18,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,19,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,19,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,19,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,19,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,19,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,20,0,metaphor,label_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,20,0,metaphor,label_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,20,0,metaphor,label_score,1,sentence_mi
gpt-3.5-turbo-instruct,20,0,metaphor,label_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,20,0,metaphor,label_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,1,0,metaphor,string_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,1,0,metaphor,string_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,1,0,metaphor,string_score,0,sentence_mi
gpt-3.5-turbo-instruct,1,0,metaphor,string_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,1,0,metaphor,string_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,2,0,metaphor,string_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,2,0,metaphor,string_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,2,0,metaphor,string_score,0,sentence_mi
gpt-3.5-turbo-instruct,2,0,metaphor,string_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,2,0,metaphor,string_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,3,0,metaphor,string_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,3,0,metaphor,string_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,3,0,metaphor,string_score,0,sentence_mi
gpt-3.5-turbo-instruct,3,0,metaphor,string_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,3,0,metaphor,string_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,4,0,metaphor,string_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,4,0,metaphor,string_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,4,0,metaphor,string_score,0,sentence_mi
gpt-3.5-turbo-instruct,4,0,metaphor,string_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,4,0,metaphor,string_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,5,0,metaphor,string_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,5,0,metaphor,string_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,5,0,metaphor,string_score,0,sentence_mi
gpt-3.5-turbo-instruct,5,0,metaphor,string_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,5,0,metaphor,string_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,6,0,metaphor,string_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,6,0,metaphor,string_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,6,0,metaphor,string_score,0,sentence_mi
gpt-3.5-turbo-instruct,6,0,metaphor,string_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,6,0,metaphor,string_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,7,0,metaphor,string_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,7,0,metaphor,string_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,7,0,metaphor,string_score,0,sentence_mi
gpt-3.5-turbo-instruct,7,0,metaphor,string_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,7,0,metaphor,string_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,8,0,metaphor,string_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,8,0,metaphor,string_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,8,0,metaphor,string_score,0,sentence_mi
gpt-3.5-turbo-instruct,8,0,metaphor,string_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,8,0,metaphor,string_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,9,0,metaphor,string_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,9,0,metaphor,string_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,9,0,metaphor,string_score,0,sentence_mi
gpt-3.5-turbo-instruct,9,0,metaphor,string_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,9,0,metaphor,string_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,10,0,metaphor,string_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,10,0,metaphor,string_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,10,0,metaphor,string_score,1,sentence_mi
gpt-3.5-turbo-instruct,10,0,metaphor,string_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,10,0,metaphor,string_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,11,0,metaphor,string_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,11,0,metaphor,string_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,11,0,metaphor,string_score,0,sentence_mi
gpt-3.5-turbo-instruct,11,0,metaphor,string_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,11,0,metaphor,string_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,12,0,metaphor,string_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,12,0,metaphor,string_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,12,0,metaphor,string_score,1,sentence_mi
gpt-3.5-turbo-instruct,12,0,metaphor,string_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,12,0,metaphor,string_score,1,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,13,0,metaphor,string_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,13,0,metaphor,string_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,13,0,metaphor,string_score,0,sentence_mi
gpt-3.5-turbo-instruct,13,0,metaphor,string_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,13,0,metaphor,string_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,14,0,metaphor,string_score,0,sentence_cond_probs
gpt-3.5-turbo-instruct,14,0,metaphor,string_score,0,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,14,0,metaphor,string_score,0,sentence_mi
gpt-3.5-turbo-instruct,14,0,metaphor,string_score,0,mean_sentence_surprisal
gpt-3.5-turbo-instruct,14,0,metaphor,string_score,0,surprisal_decrease_ratio
gpt-3.5-turbo-instruct,15,0,metaphor,string_score,1,sentence_cond_probs
gpt-3.5-turbo-instruct,15,0,metaphor,string_score,1,mean_sentence_cond_probs
gpt-3.5-turbo-instruct,15,0,metaphor,string_score,0,sentence_mi
gpt-3.5-turbo-instruct,15,0,metaphor,string_score,1,mean_sentence_surprisal
gpt-3.5-turbo-instruct,15,0,metaphor,string_score,0,surprisal_decrease_ratio
